"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 12 01:59:10 UTC 2026","Sun Apr 12 01:59:10 UTC 2026","24","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testAppLogoDisplayed","testAppLogoDisplayed","Verify app logo is displayed"
"failed","Sun Apr 12 01:59:40 UTC 2026","Sun Apr 12 01:59:51 UTC 2026","10547","UI Test Automation Suite","Edge Case Tests","com.saucedemo.tests.EdgeCaseTest","com.saucedemo.tests.EdgeCaseTest","testRemoveAllProductsFromCart","testRemoveAllProductsFromCart","Verify removing all products from cart"
"passed","Sun Apr 12 01:59:13 UTC 2026","Sun Apr 12 01:59:13 UTC 2026","100","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testAddToCartButtonChangesToRemove","testAddToCartButtonChangesToRemove","Verify add to cart button changes to remove after click"
"passed","Sun Apr 12 01:56:44 UTC 2026","Sun Apr 12 01:56:44 UTC 2026","37","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductsPageTest","com.saucedemo.tests.ProductsPageTest","testProductsPageDisplay","testProductsPageDisplay","Verify products page is displayed after login"
"passed","Sun Apr 12 01:56:42 UTC 2026","Sun Apr 12 01:56:43 UTC 2026","888","UI Test Automation Suite","Login Tests","com.saucedemo.tests.LoginPageTest","com.saucedemo.tests.LoginPageTest","testLockedOutUser","testLockedOutUser","Verify locked out user cannot login"
"failed","Sun Apr 12 01:59:57 UTC 2026","Sun Apr 12 01:59:58 UTC 2026","183","UI Test Automation Suite","Edge Case Tests","com.saucedemo.tests.EdgeCaseTest","com.saucedemo.tests.EdgeCaseTest","testAddToCartFromProductDetails","testAddToCartFromProductDetails","Verify add to cart from product details page"
"passed","Sun Apr 12 01:58:53 UTC 2026","Sun Apr 12 01:58:53 UTC 2026","24","UI Test Automation Suite","Navigation Tests","com.saucedemo.tests.NavigationTest","com.saucedemo.tests.NavigationTest","testLinkedInLinkExists","testLinkedInLinkExists","Verify LinkedIn link exists in footer"
"passed","Sun Apr 12 01:55:42 UTC 2026","Sun Apr 12 01:55:48 UTC 2026","5945","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.PerformanceGlitchUserTest","com.saucedemo.tests.user.PerformanceGlitchUserTest","testPerformanceGlitchUserLogin","testPerformanceGlitchUserLogin","Verify performance glitch user can login with delay"
"passed","Sun Apr 12 01:56:50 UTC 2026","Sun Apr 12 01:56:50 UTC 2026","40","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductDetailsPageTest","com.saucedemo.tests.ProductDetailsPageTest","testProductNameIsDisplayed","testProductNameIsDisplayed","Verify product name is displayed"
"passed","Sun Apr 12 01:58:50 UTC 2026","Sun Apr 12 01:58:50 UTC 2026","107","UI Test Automation Suite","Navigation Tests","com.saucedemo.tests.NavigationTest","com.saucedemo.tests.NavigationTest","testShoppingCartIconClickable","testShoppingCartIconClickable","Verify shopping cart icon is clickable"
"passed","Sun Apr 12 01:59:53 UTC 2026","Sun Apr 12 01:59:53 UTC 2026","193","UI Test Automation Suite","Edge Case Tests","com.saucedemo.tests.EdgeCaseTest","com.saucedemo.tests.EdgeCaseTest","testCartPersistsAcrossNavigation","testCartPersistsAcrossNavigation","Verify cart persists across page navigation"
"passed","Sun Apr 12 01:58:24 UTC 2026","Sun Apr 12 01:58:24 UTC 2026","346","UI Test Automation Suite","Navigation Tests","com.saucedemo.tests.NavigationTest","com.saucedemo.tests.NavigationTest","testAboutMenuLink","testAboutMenuLink","Verify about menu link exists"
"passed","Sun Apr 12 01:59:09 UTC 2026","Sun Apr 12 01:59:09 UTC 2026","35","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testPageTitleCorrect","testPageTitleCorrect","Verify page title is correct"
"passed","Sun Apr 12 01:58:54 UTC 2026","Sun Apr 12 01:58:54 UTC 2026","573","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testDirectCartAccessWithoutLogin","testDirectCartAccessWithoutLogin","Verify direct URL access to cart page without login redirects to login"
"skipped","Sun Apr 12 01:57:25 UTC 2026","Sun Apr 12 01:57:25 UTC 2026","1","UI Test Automation Suite","Cart and Checkout Tests","com.saucedemo.tests.CheckoutPageTest","com.saucedemo.tests.CheckoutPageTest","testCheckoutWithEmptyFirstName","testCheckoutWithEmptyFirstName","Verify checkout fails with empty first name"
"passed","Sun Apr 12 01:59:08 UTC 2026","Sun Apr 12 01:59:08 UTC 2026","13","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testProductCountMatchesExpected","testProductCountMatchesExpected","Verify product count matches expected"
"failed","Sun Apr 12 01:55:31 UTC 2026","Sun Apr 12 01:55:42 UTC 2026","11351","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.ProblemUserTest","com.saucedemo.tests.user.ProblemUserTest","testProblemUserCheckout","testProblemUserCheckout","Verify problem user experiences issues during checkout"
"failed","Sun Apr 12 01:57:25 UTC 2026","Sun Apr 12 01:57:35 UTC 2026","10179","UI Test Automation Suite","Sorting Tests","com.saucedemo.tests.SortingTest","com.saucedemo.tests.SortingTest","testSortProductsAtoZ","testSortProductsAtoZ","Verify products can be sorted A to Z"
"passed","Sun Apr 12 01:58:56 UTC 2026","Sun Apr 12 01:58:57 UTC 2026","856","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testXSSInUsername","testXSSInUsername","Verify XSS in username field"
"failed","Sun Apr 12 01:55:16 UTC 2026","Sun Apr 12 01:55:27 UTC 2026","11473","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.StandardUserTest","com.saucedemo.tests.user.StandardUserTest","testStandardUserCheckout","testStandardUserCheckout","Verify standard user can complete checkout"
"failed","Sun Apr 12 01:56:27 UTC 2026","Sun Apr 12 01:56:38 UTC 2026","11339","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.VisualUserTest","com.saucedemo.tests.user.VisualUserTest","testVisualUserCheckout","testVisualUserCheckout","Verify visual user can complete checkout despite visual issues"
"passed","Sun Apr 12 01:58:21 UTC 2026","Sun Apr 12 01:58:22 UTC 2026","83","UI Test Automation Suite","Navigation Tests","com.saucedemo.tests.NavigationTest","com.saucedemo.tests.NavigationTest","testHamburgerMenuOpens","testHamburgerMenuOpens","Verify hamburger menu opens"
"passed","Sun Apr 12 01:55:29 UTC 2026","Sun Apr 12 01:55:29 UTC 2026","962","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.ProblemUserTest","com.saucedemo.tests.user.ProblemUserTest","testProblemUserLogin","testProblemUserLogin","Verify problem user can login"
"failed","Sun Apr 12 01:55:48 UTC 2026","Sun Apr 12 01:55:54 UTC 2026","6052","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.PerformanceGlitchUserTest","com.saucedemo.tests.user.PerformanceGlitchUserTest","testPerformanceGlitchUserAddToCart","testPerformanceGlitchUserAddToCart","Verify performance glitch user can add products to cart"
"passed","Sun Apr 12 01:59:06 UTC 2026","Sun Apr 12 01:59:06 UTC 2026","16","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testAllProductDescriptionsDisplayed","testAllProductDescriptionsDisplayed","Verify all product descriptions are displayed"
"passed","Sun Apr 12 01:58:22 UTC 2026","Sun Apr 12 01:58:23 UTC 2026","433","UI Test Automation Suite","Navigation Tests","com.saucedemo.tests.NavigationTest","com.saucedemo.tests.NavigationTest","testAllItemsMenuLink","testAllItemsMenuLink","Verify all items menu link works"
