"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Apr 21 01:59:06 UTC 2026","Tue Apr 21 01:59:06 UTC 2026","1","UI Test Automation Suite","Cart and Checkout Tests","com.saucedemo.tests.CheckoutPageTest","com.saucedemo.tests.CheckoutPageTest","testCheckoutWithMultipleProducts","testCheckoutWithMultipleProducts","Verify checkout with multiple products"
"failed","Tue Apr 21 01:57:22 UTC 2026","Tue Apr 21 01:57:34 UTC 2026","11417","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.ErrorUserTest","com.saucedemo.tests.user.ErrorUserTest","testErrorUserCheckout","testErrorUserCheckout","Verify error user experiences issues during checkout"
"passed","Tue Apr 21 01:58:38 UTC 2026","Tue Apr 21 01:58:38 UTC 2026","132","UI Test Automation Suite","Cart and Checkout Tests","com.saucedemo.tests.CartPageTest","com.saucedemo.tests.CartPageTest","testCartPageIsDisplayed","testCartPageIsDisplayed","Verify cart page is displayed"
"passed","Tue Apr 21 02:00:38 UTC 2026","Tue Apr 21 02:00:39 UTC 2026","891","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testSQLInjectionInUsername","testSQLInjectionInUsername","Verify SQL injection in username field"
"passed","Tue Apr 21 02:00:41 UTC 2026","Tue Apr 21 02:00:42 UTC 2026","1650","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testVeryLongUsername","testVeryLongUsername","Verify very long username"
"failed","Tue Apr 21 01:57:03 UTC 2026","Tue Apr 21 01:57:20 UTC 2026","16567","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.PerformanceGlitchUserTest","com.saucedemo.tests.user.PerformanceGlitchUserTest","testPerformanceGlitchUserCheckout","testPerformanceGlitchUserCheckout","Verify performance glitch user can complete checkout"
"failed","Tue Apr 21 01:58:43 UTC 2026","Tue Apr 21 01:58:43 UTC 2026","181","UI Test Automation Suite","Cart and Checkout Tests","com.saucedemo.tests.CartPageTest","com.saucedemo.tests.CartPageTest","testContinueShoppingButton","testContinueShoppingButton","Verify continue shopping button navigates back to products"
"failed","Tue Apr 21 01:59:18 UTC 2026","Tue Apr 21 01:59:28 UTC 2026","10350","UI Test Automation Suite","Sorting Tests","com.saucedemo.tests.SortingTest","com.saucedemo.tests.SortingTest","testSortProductsZtoA","testSortProductsZtoA","Verify products can be sorted Z to A"
"failed","Tue Apr 21 02:01:44 UTC 2026","Tue Apr 21 02:01:44 UTC 2026","277","UI Test Automation Suite","Edge Case Tests","com.saucedemo.tests.EdgeCaseTest","com.saucedemo.tests.EdgeCaseTest","testRemoveFromCartFromProductDetails","testRemoveFromCartFromProductDetails","Verify remove from cart from product details page"
"passed","Tue Apr 21 02:00:19 UTC 2026","Tue Apr 21 02:00:20 UTC 2026","359","UI Test Automation Suite","Navigation Tests","com.saucedemo.tests.NavigationTest","com.saucedemo.tests.NavigationTest","testResetAppStateMenuLink","testResetAppStateMenuLink","Verify reset app state menu link exists"
"failed","Tue Apr 21 02:01:12 UTC 2026","Tue Apr 21 02:01:22 UTC 2026","10328","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testPeekLinkInFooter","testPeekLinkInFooter","Verify peek link in footer"
"passed","Tue Apr 21 01:57:49 UTC 2026","Tue Apr 21 01:57:49 UTC 2026","906","UI Test Automation Suite","Login Tests","com.saucedemo.tests.LoginPageTest","com.saucedemo.tests.LoginPageTest","testLoginWithInvalidUsername","testLoginWithInvalidUsername","Verify login fails with invalid username"
"failed","Tue Apr 21 02:00:21 UTC 2026","Tue Apr 21 02:00:31 UTC 2026","10805","UI Test Automation Suite","Navigation Tests","com.saucedemo.tests.NavigationTest","com.saucedemo.tests.NavigationTest","testMenuClosesWithXButton","testMenuClosesWithXButton","Verify menu closes with X button"
"passed","Tue Apr 21 02:00:47 UTC 2026","Tue Apr 21 02:00:47 UTC 2026","18","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testAllProductImagesDisplayed","testAllProductImagesDisplayed","Verify all product images are displayed"
"failed","Tue Apr 21 02:01:42 UTC 2026","Tue Apr 21 02:01:42 UTC 2026","202","UI Test Automation Suite","Edge Case Tests","com.saucedemo.tests.EdgeCaseTest","com.saucedemo.tests.EdgeCaseTest","testProductDetailsBackButton","testProductDetailsBackButton","Verify product details back button"
"failed","Tue Apr 21 02:01:37 UTC 2026","Tue Apr 21 02:01:37 UTC 2026","123","UI Test Automation Suite","Edge Case Tests","com.saucedemo.tests.EdgeCaseTest","com.saucedemo.tests.EdgeCaseTest","testAddSameProductMultipleTimes","testAddSameProductMultipleTimes","Verify adding same product multiple times"
"passed","Tue Apr 21 01:57:51 UTC 2026","Tue Apr 21 01:57:51 UTC 2026","805","UI Test Automation Suite","Login Tests","com.saucedemo.tests.LoginPageTest","com.saucedemo.tests.LoginPageTest","testLoginWithEmptyCredentials","testLoginWithEmptyCredentials","Verify login fails with empty credentials"
