"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 08 11:27:44 UTC 2026","Wed Apr 08 11:27:44 UTC 2026","19","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testAllProductNamesDisplayed","testAllProductNamesDisplayed","Verify all product names are displayed"
"passed","Wed Apr 08 11:27:47 UTC 2026","Wed Apr 08 11:27:48 UTC 2026","18","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testAllAddToCartButtonsDisplayed","testAllAddToCartButtonsDisplayed","Verify all add to cart buttons are displayed"
"passed","Wed Apr 08 11:27:49 UTC 2026","Wed Apr 08 11:27:49 UTC 2026","15","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testProductCountMatchesExpected","testProductCountMatchesExpected","Verify product count matches expected"
"passed","Wed Apr 08 11:27:37 UTC 2026","Wed Apr 08 11:27:38 UTC 2026","1682","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testVeryLongUsername","testVeryLongUsername","Verify very long username"
"passed","Wed Apr 08 11:27:52 UTC 2026","Wed Apr 08 11:27:52 UTC 2026","27","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testFooterTextDisplayed","testFooterTextDisplayed","Verify footer text is displayed"
"passed","Wed Apr 08 11:27:40 UTC 2026","Wed Apr 08 11:27:41 UTC 2026","920","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testCaseSensitivityInUsername","testCaseSensitivityInUsername","Verify case sensitivity in username"
"failed","Wed Apr 08 11:25:08 UTC 2026","Wed Apr 08 11:25:25 UTC 2026","16532","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.PerformanceGlitchUserTest","com.saucedemo.tests.user.PerformanceGlitchUserTest","testPerformanceGlitchUserCheckout","testPerformanceGlitchUserCheckout","Verify performance glitch user can complete checkout"
"failed","Wed Apr 08 11:26:20 UTC 2026","Wed Apr 08 11:26:20 UTC 2026","88","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductDetailsPageTest","com.saucedemo.tests.ProductDetailsPageTest","testBackButtonNavigatesToProducts","testBackButtonNavigatesToProducts","Verify back button navigates to products page"
"passed","Wed Apr 08 11:27:28 UTC 2026","Wed Apr 08 11:27:28 UTC 2026","134","UI Test Automation Suite","Navigation Tests","com.saucedemo.tests.NavigationTest","com.saucedemo.tests.NavigationTest","testShoppingCartIconClickable","testShoppingCartIconClickable","Verify shopping cart icon is clickable"
"passed","Wed Apr 08 11:25:58 UTC 2026","Wed Apr 08 11:25:58 UTC 2026","40","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductsPageTest","com.saucedemo.tests.ProductsPageTest","testProductsPageDisplay","testProductsPageDisplay","Verify products page is displayed after login"
"passed","Wed Apr 08 11:27:43 UTC 2026","Wed Apr 08 11:27:43 UTC 2026","15","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testAllProductImagesDisplayed","testAllProductImagesDisplayed","Verify all product images are displayed"
"passed","Wed Apr 08 11:28:04 UTC 2026","Wed Apr 08 11:28:04 UTC 2026","128","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testAddToCartButtonChangesToRemove","testAddToCartButtonChangesToRemove","Verify add to cart button changes to remove after click"
"passed","Wed Apr 08 11:26:16 UTC 2026","Wed Apr 08 11:26:16 UTC 2026","40","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductDetailsPageTest","com.saucedemo.tests.ProductDetailsPageTest","testProductPriceIsDisplayed","testProductPriceIsDisplayed","Verify product price is displayed"
"passed","Wed Apr 08 11:26:00 UTC 2026","Wed Apr 08 11:26:00 UTC 2026","121","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductsPageTest","com.saucedemo.tests.ProductsPageTest","testAddProductToCart","testAddProductToCart","Verify adding product to cart"
