"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 18 01:47:15 UTC 2026","Sat Apr 18 01:47:16 UTC 2026","917","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.LockedOutUserTest","com.saucedemo.tests.user.LockedOutUserTest","testLockedOutUserCannotLogin","testLockedOutUserCannotLogin","Verify locked out user cannot login"
"passed","Sat Apr 18 01:50:51 UTC 2026","Sat Apr 18 01:50:51 UTC 2026","23","UI Test Automation Suite","Navigation Tests","com.saucedemo.tests.NavigationTest","com.saucedemo.tests.NavigationTest","testTwitterLinkExists","testTwitterLinkExists","Verify Twitter link exists in footer"
"passed","Sat Apr 18 01:48:13 UTC 2026","Sat Apr 18 01:48:13 UTC 2026","929","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.VisualUserTest","com.saucedemo.tests.user.VisualUserTest","testVisualUserLogin","testVisualUserLogin","Verify visual user can login"
"passed","Sat Apr 18 01:48:28 UTC 2026","Sat Apr 18 01:48:29 UTC 2026","864","UI Test Automation Suite","Login Tests","com.saucedemo.tests.LoginPageTest","com.saucedemo.tests.LoginPageTest","testLoginWithInvalidPassword","testLoginWithInvalidPassword","Verify login fails with invalid password"
"passed","Sat Apr 18 01:48:33 UTC 2026","Sat Apr 18 01:48:33 UTC 2026","23","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductsPageTest","com.saucedemo.tests.ProductsPageTest","testProductsAreListed","testProductsAreListed","Verify products are listed on the page"
"passed","Sat Apr 18 01:48:14 UTC 2026","Sat Apr 18 01:48:15 UTC 2026","1012","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.VisualUserTest","com.saucedemo.tests.user.VisualUserTest","testVisualUserAddToCart","testVisualUserAddToCart","Verify visual user can add products to cart"
"passed","Sat Apr 18 01:50:59 UTC 2026","Sat Apr 18 01:51:01 UTC 2026","1591","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testVeryLongPassword","testVeryLongPassword","Verify very long password"
"passed","Sat Apr 18 01:48:27 UTC 2026","Sat Apr 18 01:48:28 UTC 2026","923","UI Test Automation Suite","Login Tests","com.saucedemo.tests.LoginPageTest","com.saucedemo.tests.LoginPageTest","testLoginWithInvalidUsername","testLoginWithInvalidUsername","Verify login fails with invalid username"
"skipped","Sat Apr 18 01:49:24 UTC 2026","Sat Apr 18 01:49:24 UTC 2026","1","UI Test Automation Suite","Cart and Checkout Tests","com.saucedemo.tests.CheckoutPageTest","com.saucedemo.tests.CheckoutPageTest","testCheckoutWithMultipleProducts","testCheckoutWithMultipleProducts","Verify checkout with multiple products"
"failed","Sat Apr 18 01:51:41 UTC 2026","Sat Apr 18 01:51:51 UTC 2026","10569","UI Test Automation Suite","Edge Case Tests","com.saucedemo.tests.EdgeCaseTest","com.saucedemo.tests.EdgeCaseTest","testRemoveAllProductsFromCart","testRemoveAllProductsFromCart","Verify removing all products from cart"
"passed","Sat Apr 18 01:49:07 UTC 2026","Sat Apr 18 01:49:07 UTC 2026","98","UI Test Automation Suite","Cart and Checkout Tests","com.saucedemo.tests.CartPageTest","com.saucedemo.tests.CartPageTest","testEmptyCart","testEmptyCart","Verify cart is empty when no products added"
"passed","Sat Apr 18 01:48:30 UTC 2026","Sat Apr 18 01:48:31 UTC 2026","884","UI Test Automation Suite","Login Tests","com.saucedemo.tests.LoginPageTest","com.saucedemo.tests.LoginPageTest","testLockedOutUser","testLockedOutUser","Verify locked out user cannot login"
"failed","Sat Apr 18 01:49:11 UTC 2026","Sat Apr 18 01:49:11 UTC 2026","177","UI Test Automation Suite","Cart and Checkout Tests","com.saucedemo.tests.CartPageTest","com.saucedemo.tests.CartPageTest","testContinueShoppingButton","testContinueShoppingButton","Verify continue shopping button navigates back to products"
"failed","Sat Apr 18 01:48:51 UTC 2026","Sat Apr 18 01:49:02 UTC 2026","10312","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductDetailsPageTest","com.saucedemo.tests.ProductDetailsPageTest","testProductDescriptionIsDisplayed","testProductDescriptionIsDisplayed","Verify product description is displayed"
"passed","Sat Apr 18 01:48:26 UTC 2026","Sat Apr 18 01:48:27 UTC 2026","941","UI Test Automation Suite","Login Tests","com.saucedemo.tests.LoginPageTest","com.saucedemo.tests.LoginPageTest","testSuccessfulLogin","testSuccessfulLogin","Verify successful login with valid credentials"
"passed","Sat Apr 18 01:51:08 UTC 2026","Sat Apr 18 01:51:08 UTC 2026","14","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testProductCountMatchesExpected","testProductCountMatchesExpected","Verify product count matches expected"
"passed","Sat Apr 18 01:51:04 UTC 2026","Sat Apr 18 01:51:04 UTC 2026","19","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testAllProductNamesDisplayed","testAllProductNamesDisplayed","Verify all product names are displayed"
"failed","Sat Apr 18 01:51:58 UTC 2026","Sat Apr 18 01:51:58 UTC 2026","186","UI Test Automation Suite","Edge Case Tests","com.saucedemo.tests.EdgeCaseTest","com.saucedemo.tests.EdgeCaseTest","testAddToCartFromProductDetails","testAddToCartFromProductDetails","Verify add to cart from product details page"
"failed","Sat Apr 18 01:47:03 UTC 2026","Sat Apr 18 01:47:15 UTC 2026","11569","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.StandardUserTest","com.saucedemo.tests.user.StandardUserTest","testStandardUserCheckout","testStandardUserCheckout","Verify standard user can complete checkout"
"failed","Sat Apr 18 01:49:24 UTC 2026","Sat Apr 18 01:49:35 UTC 2026","10204","UI Test Automation Suite","Sorting Tests","com.saucedemo.tests.SortingTest","com.saucedemo.tests.SortingTest","testSortProductsAtoZ","testSortProductsAtoZ","Verify products can be sorted A to Z"
"failed","Sat Apr 18 01:51:57 UTC 2026","Sat Apr 18 01:51:57 UTC 2026","185","UI Test Automation Suite","Edge Case Tests","com.saucedemo.tests.EdgeCaseTest","com.saucedemo.tests.EdgeCaseTest","testProductDetailsBackButton","testProductDetailsBackButton","Verify product details back button"
"skipped","Sat Apr 18 01:49:24 UTC 2026","Sat Apr 18 01:49:24 UTC 2026","1","UI Test Automation Suite","Cart and Checkout Tests","com.saucedemo.tests.CheckoutPageTest","com.saucedemo.tests.CheckoutPageTest","testCheckoutWithEmptyPostalCode","testCheckoutWithEmptyPostalCode","Verify checkout fails with empty postal code"
"failed","Sat Apr 18 01:51:59 UTC 2026","Sat Apr 18 01:51:59 UTC 2026","249","UI Test Automation Suite","Edge Case Tests","com.saucedemo.tests.EdgeCaseTest","com.saucedemo.tests.EdgeCaseTest","testRemoveFromCartFromProductDetails","testRemoveFromCartFromProductDetails","Verify remove from cart from product details page"
"passed","Sat Apr 18 01:49:03 UTC 2026","Sat Apr 18 01:49:03 UTC 2026","19","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductDetailsPageTest","com.saucedemo.tests.ProductDetailsPageTest","testAddToCartButtonIsDisplayed","testAddToCartButtonIsDisplayed","Verify add to cart button is displayed"
"failed","Sat Apr 18 01:48:01 UTC 2026","Sat Apr 18 01:48:12 UTC 2026","11387","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.ErrorUserTest","com.saucedemo.tests.user.ErrorUserTest","testErrorUserCheckout","testErrorUserCheckout","Verify error user experiences issues during checkout"
"failed","Sat Apr 18 01:49:58 UTC 2026","Sat Apr 18 01:50:09 UTC 2026","10317","UI Test Automation Suite","Sorting Tests","com.saucedemo.tests.SortingTest","com.saucedemo.tests.SortingTest","testSortProductsPriceHighToLow","testSortProductsPriceHighToLow","Verify products can be sorted by price high to low"
"failed","Sat Apr 18 01:49:24 UTC 2026","Sat Apr 18 01:49:24 UTC 2026","1","UI Test Automation Suite","Cart and Checkout Tests","com.saucedemo.tests.CheckoutPageTest","com.saucedemo.tests.CheckoutPageTest","setupCheckout","setupCheckout",""
"skipped","Sat Apr 18 01:49:24 UTC 2026","Sat Apr 18 01:49:24 UTC 2026","1","UI Test Automation Suite","Cart and Checkout Tests","com.saucedemo.tests.CheckoutPageTest","com.saucedemo.tests.CheckoutPageTest","testSuccessfulCheckout","testSuccessfulCheckout","Verify successful checkout with valid information"
"passed","Sat Apr 18 01:51:12 UTC 2026","Sat Apr 18 01:51:12 UTC 2026","115","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testShoppingCartBadgeUpdates","testShoppingCartBadgeUpdates","Verify shopping cart badge updates correctly"
"failed","Sat Apr 18 01:50:25 UTC 2026","Sat Apr 18 01:50:36 UTC 2026","10718","UI Test Automation Suite","Navigation Tests","com.saucedemo.tests.NavigationTest","com.saucedemo.tests.NavigationTest","testLogoutMenuLink","testLogoutMenuLink","Verify logout menu link works"
"passed","Sat Apr 18 01:47:59 UTC 2026","Sat Apr 18 01:48:00 UTC 2026","916","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.ErrorUserTest","com.saucedemo.tests.user.ErrorUserTest","testErrorUserLogin","testErrorUserLogin","Verify error user can login"
"passed","Sat Apr 18 01:51:05 UTC 2026","Sat Apr 18 01:51:05 UTC 2026","21","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testAllProductDescriptionsDisplayed","testAllProductDescriptionsDisplayed","Verify all product descriptions are displayed"
"passed","Sat Apr 18 01:51:01 UTC 2026","Sat Apr 18 01:51:02 UTC 2026","843","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testCaseSensitivityInUsername","testCaseSensitivityInUsername","Verify case sensitivity in username"
"passed","Sat Apr 18 01:50:50 UTC 2026","Sat Apr 18 01:50:50 UTC 2026","120","UI Test Automation Suite","Navigation Tests","com.saucedemo.tests.NavigationTest","com.saucedemo.tests.NavigationTest","testShoppingCartIconClickable","testShoppingCartIconClickable","Verify shopping cart icon is clickable"
"skipped","Sat Apr 18 01:49:24 UTC 2026","Sat Apr 18 01:49:24 UTC 2026","0","UI Test Automation Suite","Cart and Checkout Tests","com.saucedemo.tests.CheckoutPageTest","com.saucedemo.tests.CheckoutPageTest","testCheckoutWithEmptyFirstName","testCheckoutWithEmptyFirstName","Verify checkout fails with empty first name"
"passed","Sat Apr 18 01:51:11 UTC 2026","Sat Apr 18 01:51:11 UTC 2026","24","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testFooterTextDisplayed","testFooterTextDisplayed","Verify footer text is displayed"
"passed","Sat Apr 18 01:50:21 UTC 2026","Sat Apr 18 01:50:21 UTC 2026","103","UI Test Automation Suite","Navigation Tests","com.saucedemo.tests.NavigationTest","com.saucedemo.tests.NavigationTest","testHamburgerMenuOpens","testHamburgerMenuOpens","Verify hamburger menu opens"
"passed","Sat Apr 18 01:51:10 UTC 2026","Sat Apr 18 01:51:10 UTC 2026","27","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testAppLogoDisplayed","testAppLogoDisplayed","Verify app logo is displayed"
"failed","Sat Apr 18 01:47:18 UTC 2026","Sat Apr 18 01:47:30 UTC 2026","11448","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.ProblemUserTest","com.saucedemo.tests.user.ProblemUserTest","testProblemUserCheckout","testProblemUserCheckout","Verify problem user experiences issues during checkout"
"passed","Sat Apr 18 01:51:02 UTC 2026","Sat Apr 18 01:51:03 UTC 2026","855","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testCaseSensitivityInPassword","testCaseSensitivityInPassword","Verify case sensitivity in password"
"passed","Sat Apr 18 01:50:57 UTC 2026","Sat Apr 18 01:50:59 UTC 2026","1537","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testVeryLongUsername","testVeryLongUsername","Verify very long username"
