"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 08 11:49:09 UTC 2026","Wed Apr 08 11:49:09 UTC 2026","24","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductsPageTest","com.saucedemo.tests.ProductsPageTest","testProductsAreDisplayed","testProductsAreDisplayed","Verify products are displayed"
"passed","Wed Apr 08 11:49:20 UTC 2026","Wed Apr 08 11:49:21 UTC 2026","924","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testSQLInjectionInUsername","testSQLInjectionInUsername","Verify SQL injection in username field"
"passed","Wed Apr 08 11:49:34 UTC 2026","Wed Apr 08 11:49:35 UTC 2026","910","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.LockedOutUserTest","com.saucedemo.tests.user.LockedOutUserTest","testLockedOutUserCannotLogin","testLockedOutUserCannotLogin","Verify locked out user cannot login"
"passed","Wed Apr 08 11:49:17 UTC 2026","Wed Apr 08 11:49:18 UTC 2026","720","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testDirectInventoryAccessWithoutLogin","testDirectInventoryAccessWithoutLogin","Verify direct URL access to inventory page without login redirects to login"
"failed","Wed Apr 08 11:49:16 UTC 2026","Wed Apr 08 11:49:16 UTC 2026","199","UI Test Automation Suite","Cart Tests","com.saucedemo.tests.CartPageTest","com.saucedemo.tests.CartPageTest","testCartShowsAddedProduct","testCartShowsAddedProduct","Verify cart shows added product"
"passed","Wed Apr 08 11:49:26 UTC 2026","Wed Apr 08 11:49:27 UTC 2026","889","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testCaseSensitivityInUsername","testCaseSensitivityInUsername","Verify case sensitivity in username"
"passed","Wed Apr 08 11:49:21 UTC 2026","Wed Apr 08 11:49:22 UTC 2026","909","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testXSSInUsername","testXSSInUsername","Verify XSS in username field"
"passed","Wed Apr 08 11:49:13 UTC 2026","Wed Apr 08 11:49:14 UTC 2026","138","UI Test Automation Suite","Cart Tests","com.saucedemo.tests.CartPageTest","com.saucedemo.tests.CartPageTest","testCartPageDisplayed","testCartPageDisplayed","Verify cart page displays correctly"
"passed","Wed Apr 08 11:49:23 UTC 2026","Wed Apr 08 11:49:24 UTC 2026","1620","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testVeryLongUsername","testVeryLongUsername","Verify very long username"
"passed","Wed Apr 08 11:49:18 UTC 2026","Wed Apr 08 11:49:19 UTC 2026","711","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testDirectCartAccessWithoutLogin","testDirectCartAccessWithoutLogin","Verify direct URL access to cart page without login redirects to login"
"passed","Wed Apr 08 11:49:17 UTC 2026","Wed Apr 08 11:49:17 UTC 2026","197","UI Test Automation Suite","Cart Tests","com.saucedemo.tests.CartPageTest","com.saucedemo.tests.CartPageTest","testContinueShopping","testContinueShopping","Verify continue shopping returns to products page"
"passed","Wed Apr 08 11:49:30 UTC 2026","Wed Apr 08 11:49:31 UTC 2026","957","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.StandardUserTest","com.saucedemo.tests.user.StandardUserTest","testStandardUserViewProducts","testStandardUserViewProducts","Verify standard user can view products"
"passed","Wed Apr 08 11:49:08 UTC 2026","Wed Apr 08 11:49:08 UTC 2026","45","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductsPageTest","com.saucedemo.tests.ProductsPageTest","testProductsPageDisplayed","testProductsPageDisplayed","Verify products page displays correctly"
"passed","Wed Apr 08 11:49:15 UTC 2026","Wed Apr 08 11:49:15 UTC 2026","93","UI Test Automation Suite","Cart Tests","com.saucedemo.tests.CartPageTest","com.saucedemo.tests.CartPageTest","testEmptyCart","testEmptyCart","Verify empty cart"
"passed","Wed Apr 08 11:49:29 UTC 2026","Wed Apr 08 11:49:30 UTC 2026","1049","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.StandardUserTest","com.saucedemo.tests.user.StandardUserTest","testStandardUserAddToCart","testStandardUserAddToCart","Verify standard user can add products to cart"
"passed","Wed Apr 08 11:49:12 UTC 2026","Wed Apr 08 11:49:12 UTC 2026","27","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductsPageTest","com.saucedemo.tests.ProductsPageTest","testCartBadgeNotDisplayedWhenEmpty","testCartBadgeNotDisplayedWhenEmpty","Verify cart badge not displayed when empty"
"passed","Wed Apr 08 11:49:19 UTC 2026","Wed Apr 08 11:49:20 UTC 2026","694","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testDirectCheckoutAccessWithoutLogin","testDirectCheckoutAccessWithoutLogin","Verify direct URL access to checkout without login redirects to login"
"passed","Wed Apr 08 11:49:05 UTC 2026","Wed Apr 08 11:49:06 UTC 2026","847","UI Test Automation Suite","Login Tests","com.saucedemo.tests.LoginPageTest","com.saucedemo.tests.LoginPageTest","testLoginWithEmptyCredentials","testLoginWithEmptyCredentials","Verify login fails with empty credentials"
"passed","Wed Apr 08 11:49:03 UTC 2026","Wed Apr 08 11:49:04 UTC 2026","1067","UI Test Automation Suite","Login Tests","com.saucedemo.tests.LoginPageTest","com.saucedemo.tests.LoginPageTest","testLoginWithInvalidUsername","testLoginWithInvalidUsername","Verify login fails with invalid username"
"passed","Wed Apr 08 11:48:58 UTC 2026","Wed Apr 08 11:49:03 UTC 2026","4715","UI Test Automation Suite","Login Tests","com.saucedemo.tests.LoginPageTest","com.saucedemo.tests.LoginPageTest","testSuccessfulLogin","testSuccessfulLogin","Verify successful login with valid credentials"
"passed","Wed Apr 08 11:49:22 UTC 2026","Wed Apr 08 11:49:23 UTC 2026","898","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testSpecialCharactersInUsername","testSpecialCharactersInUsername","Verify special characters in username"
"passed","Wed Apr 08 11:49:28 UTC 2026","Wed Apr 08 11:49:29 UTC 2026","940","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.StandardUserTest","com.saucedemo.tests.user.StandardUserTest","testStandardUserLogin","testStandardUserLogin","Verify standard user can login"
"passed","Wed Apr 08 11:49:31 UTC 2026","Wed Apr 08 11:49:32 UTC 2026","1056","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.StandardUserTest","com.saucedemo.tests.user.StandardUserTest","testStandardUserAccessCart","testStandardUserAccessCart","Verify standard user can access cart"
"passed","Wed Apr 08 11:49:11 UTC 2026","Wed Apr 08 11:49:11 UTC 2026","201","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductsPageTest","com.saucedemo.tests.ProductsPageTest","testAddMultipleProductsToCart","testAddMultipleProductsToCart","Verify add multiple products to cart"
"passed","Wed Apr 08 11:49:06 UTC 2026","Wed Apr 08 11:49:07 UTC 2026","980","UI Test Automation Suite","Login Tests","com.saucedemo.tests.LoginPageTest","com.saucedemo.tests.LoginPageTest","testLockedOutUser","testLockedOutUser","Verify locked out user cannot login"
"failed","Wed Apr 08 11:49:32 UTC 2026","Wed Apr 08 11:49:34 UTC 2026","1199","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.StandardUserTest","com.saucedemo.tests.user.StandardUserTest","testStandardUserAddMultipleProducts","testStandardUserAddMultipleProducts","Verify standard user can add multiple products"
