"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 09 01:28:51 UTC 2026","Thu Apr 09 01:28:51 UTC 2026","194","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductsPageTest","com.saucedemo.tests.ProductsPageTest","testAddMultipleProductsToCart","testAddMultipleProductsToCart","Verify add multiple products to cart"
"passed","Thu Apr 09 01:28:54 UTC 2026","Thu Apr 09 01:28:54 UTC 2026","88","UI Test Automation Suite","Cart Tests","com.saucedemo.tests.CartPageTest","com.saucedemo.tests.CartPageTest","testEmptyCart","testEmptyCart","Verify empty cart"
"passed","Thu Apr 09 01:29:10 UTC 2026","Thu Apr 09 01:29:11 UTC 2026","999","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.StandardUserTest","com.saucedemo.tests.user.StandardUserTest","testStandardUserAccessCart","testStandardUserAccessCart","Verify standard user can access cart"
"passed","Thu Apr 09 01:28:43 UTC 2026","Thu Apr 09 01:28:44 UTC 2026","952","UI Test Automation Suite","Login Tests","com.saucedemo.tests.LoginPageTest","com.saucedemo.tests.LoginPageTest","testLoginWithInvalidUsername","testLoginWithInvalidUsername","Verify login fails with invalid username"
"failed","Thu Apr 09 01:28:55 UTC 2026","Thu Apr 09 01:28:55 UTC 2026","176","UI Test Automation Suite","Cart Tests","com.saucedemo.tests.CartPageTest","com.saucedemo.tests.CartPageTest","testCartShowsAddedProduct","testCartShowsAddedProduct","Verify cart shows added product"
"failed","Thu Apr 09 01:29:11 UTC 2026","Thu Apr 09 01:29:12 UTC 2026","1117","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.StandardUserTest","com.saucedemo.tests.user.StandardUserTest","testStandardUserAddMultipleProducts","testStandardUserAddMultipleProducts","Verify standard user can add multiple products"
"passed","Thu Apr 09 01:29:03 UTC 2026","Thu Apr 09 01:29:05 UTC 2026","1653","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testVeryLongPassword","testVeryLongPassword","Verify very long password"
"passed","Thu Apr 09 01:28:44 UTC 2026","Thu Apr 09 01:28:45 UTC 2026","916","UI Test Automation Suite","Login Tests","com.saucedemo.tests.LoginPageTest","com.saucedemo.tests.LoginPageTest","testLoginWithInvalidPassword","testLoginWithInvalidPassword","Verify login fails with invalid password"
"passed","Thu Apr 09 01:28:57 UTC 2026","Thu Apr 09 01:28:58 UTC 2026","560","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testDirectCartAccessWithoutLogin","testDirectCartAccessWithoutLogin","Verify direct URL access to cart page without login redirects to login"
"passed","Thu Apr 09 01:28:38 UTC 2026","Thu Apr 09 01:28:43 UTC 2026","4397","UI Test Automation Suite","Login Tests","com.saucedemo.tests.LoginPageTest","com.saucedemo.tests.LoginPageTest","testSuccessfulLogin","testSuccessfulLogin","Verify successful login with valid credentials"
"passed","Thu Apr 09 01:28:50 UTC 2026","Thu Apr 09 01:28:50 UTC 2026","122","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductsPageTest","com.saucedemo.tests.ProductsPageTest","testAddProductToCart","testAddProductToCart","Verify add product to cart"
"passed","Thu Apr 09 01:28:53 UTC 2026","Thu Apr 09 01:28:53 UTC 2026","164","UI Test Automation Suite","Cart Tests","com.saucedemo.tests.CartPageTest","com.saucedemo.tests.CartPageTest","testCartPageDisplayed","testCartPageDisplayed","Verify cart page displays correctly"
"passed","Thu Apr 09 01:29:05 UTC 2026","Thu Apr 09 01:29:06 UTC 2026","907","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testCaseSensitivityInUsername","testCaseSensitivityInUsername","Verify case sensitivity in username"
"failed","Thu Apr 09 01:28:56 UTC 2026","Thu Apr 09 01:28:56 UTC 2026","180","UI Test Automation Suite","Cart Tests","com.saucedemo.tests.CartPageTest","com.saucedemo.tests.CartPageTest","testContinueShopping","testContinueShopping","Verify continue shopping returns to products page"
"passed","Thu Apr 09 01:29:00 UTC 2026","Thu Apr 09 01:29:01 UTC 2026","852","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testSpecialCharactersInUsername","testSpecialCharactersInUsername","Verify special characters in username"
"passed","Thu Apr 09 01:29:07 UTC 2026","Thu Apr 09 01:29:08 UTC 2026","909","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.StandardUserTest","com.saucedemo.tests.user.StandardUserTest","testStandardUserLogin","testStandardUserLogin","Verify standard user can login"
"passed","Thu Apr 09 01:28:45 UTC 2026","Thu Apr 09 01:28:46 UTC 2026","780","UI Test Automation Suite","Login Tests","com.saucedemo.tests.LoginPageTest","com.saucedemo.tests.LoginPageTest","testLoginWithEmptyCredentials","testLoginWithEmptyCredentials","Verify login fails with empty credentials"
"passed","Thu Apr 09 01:29:01 UTC 2026","Thu Apr 09 01:29:03 UTC 2026","1616","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testVeryLongUsername","testVeryLongUsername","Verify very long username"
"passed","Thu Apr 09 01:29:08 UTC 2026","Thu Apr 09 01:29:09 UTC 2026","981","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.StandardUserTest","com.saucedemo.tests.user.StandardUserTest","testStandardUserAddToCart","testStandardUserAddToCart","Verify standard user can add products to cart"
"passed","Thu Apr 09 01:29:06 UTC 2026","Thu Apr 09 01:29:07 UTC 2026","851","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testCaseSensitivityInPassword","testCaseSensitivityInPassword","Verify case sensitivity in password"
"passed","Thu Apr 09 01:28:46 UTC 2026","Thu Apr 09 01:28:47 UTC 2026","880","UI Test Automation Suite","Login Tests","com.saucedemo.tests.LoginPageTest","com.saucedemo.tests.LoginPageTest","testLockedOutUser","testLockedOutUser","Verify locked out user cannot login"
"passed","Thu Apr 09 01:28:57 UTC 2026","Thu Apr 09 01:28:57 UTC 2026","626","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testDirectInventoryAccessWithoutLogin","testDirectInventoryAccessWithoutLogin","Verify direct URL access to inventory page without login redirects to login"
"passed","Thu Apr 09 01:29:12 UTC 2026","Thu Apr 09 01:29:13 UTC 2026","858","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.LockedOutUserTest","com.saucedemo.tests.user.LockedOutUserTest","testLockedOutUserCannotLogin","testLockedOutUserCannotLogin","Verify locked out user cannot login"
"passed","Thu Apr 09 01:28:58 UTC 2026","Thu Apr 09 01:28:59 UTC 2026","567","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testDirectCheckoutAccessWithoutLogin","testDirectCheckoutAccessWithoutLogin","Verify direct URL access to checkout without login redirects to login"
"passed","Thu Apr 09 01:29:09 UTC 2026","Thu Apr 09 01:29:10 UTC 2026","876","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.StandardUserTest","com.saucedemo.tests.user.StandardUserTest","testStandardUserViewProducts","testStandardUserViewProducts","Verify standard user can view products"
"passed","Thu Apr 09 01:28:48 UTC 2026","Thu Apr 09 01:28:48 UTC 2026","44","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductsPageTest","com.saucedemo.tests.ProductsPageTest","testProductsPageDisplayed","testProductsPageDisplayed","Verify products page displays correctly"
"passed","Thu Apr 09 01:29:00 UTC 2026","Thu Apr 09 01:29:00 UTC 2026","887","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testXSSInUsername","testXSSInUsername","Verify XSS in username field"
"passed","Thu Apr 09 01:28:52 UTC 2026","Thu Apr 09 01:28:52 UTC 2026","29","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductsPageTest","com.saucedemo.tests.ProductsPageTest","testCartBadgeNotDisplayedWhenEmpty","testCartBadgeNotDisplayedWhenEmpty","Verify cart badge not displayed when empty"
"passed","Thu Apr 09 01:28:49 UTC 2026","Thu Apr 09 01:28:49 UTC 2026","23","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductsPageTest","com.saucedemo.tests.ProductsPageTest","testProductsAreDisplayed","testProductsAreDisplayed","Verify products are displayed"
"passed","Thu Apr 09 01:28:59 UTC 2026","Thu Apr 09 01:28:59 UTC 2026","860","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testSQLInjectionInUsername","testSQLInjectionInUsername","Verify SQL injection in username field"
