"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Apr 04 01:29:21 UTC 2026","Sat Apr 04 01:29:33 UTC 2026","11351","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.VisualUserTest","com.saucedemo.tests.user.VisualUserTest","testVisualUserCheckout","testVisualUserCheckout","Verify visual user can complete checkout despite visual issues"
"passed","Sat Apr 04 01:31:47 UTC 2026","Sat Apr 04 01:31:47 UTC 2026","14","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testAllProductImagesDisplayed","testAllProductImagesDisplayed","Verify all product images are displayed"
"passed","Sat Apr 04 01:28:24 UTC 2026","Sat Apr 04 01:28:26 UTC 2026","1057","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.ProblemUserTest","com.saucedemo.tests.user.ProblemUserTest","testProblemUserAddToCart","testProblemUserAddToCart","Verify problem user can add products to cart despite UI issues"
"passed","Sat Apr 04 01:31:53 UTC 2026","Sat Apr 04 01:31:53 UTC 2026","30","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testPageTitleCorrect","testPageTitleCorrect","Verify page title is correct"
"skipped","Sat Apr 04 01:30:09 UTC 2026","Sat Apr 04 01:30:09 UTC 2026","1","UI Test Automation Suite","Cart and Checkout Tests","com.saucedemo.tests.CheckoutPageTest","com.saucedemo.tests.CheckoutPageTest","testCheckoutWithMultipleProducts","testCheckoutWithMultipleProducts","Verify checkout with multiple products"
"passed","Sat Apr 04 01:29:45 UTC 2026","Sat Apr 04 01:29:45 UTC 2026","32","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductDetailsPageTest","com.saucedemo.tests.ProductDetailsPageTest","testProductNameIsDisplayed","testProductNameIsDisplayed","Verify product name is displayed"
"passed","Sat Apr 04 01:31:43 UTC 2026","Sat Apr 04 01:31:45 UTC 2026","1614","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testVeryLongPassword","testVeryLongPassword","Verify very long password"
"passed","Sat Apr 04 01:31:41 UTC 2026","Sat Apr 04 01:31:43 UTC 2026","1561","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testVeryLongUsername","testVeryLongUsername","Verify very long username"
"passed","Sat Apr 04 01:31:46 UTC 2026","Sat Apr 04 01:31:47 UTC 2026","840","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testCaseSensitivityInPassword","testCaseSensitivityInPassword","Verify case sensitivity in password"
"failed","Sat Apr 04 01:28:49 UTC 2026","Sat Apr 04 01:29:06 UTC 2026","16436","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.PerformanceGlitchUserTest","com.saucedemo.tests.user.PerformanceGlitchUserTest","testPerformanceGlitchUserCheckout","testPerformanceGlitchUserCheckout","Verify performance glitch user can complete checkout"
"failed","Sat Apr 04 01:30:09 UTC 2026","Sat Apr 04 01:30:19 UTC 2026","10199","UI Test Automation Suite","Sorting Tests","com.saucedemo.tests.SortingTest","com.saucedemo.tests.SortingTest","testSortProductsAtoZ","testSortProductsAtoZ","Verify products can be sorted A to Z"
"passed","Sat Apr 04 01:31:08 UTC 2026","Sat Apr 04 01:31:08 UTC 2026","348","UI Test Automation Suite","Navigation Tests","com.saucedemo.tests.NavigationTest","com.saucedemo.tests.NavigationTest","testAboutMenuLink","testAboutMenuLink","Verify about menu link exists"
"passed","Sat Apr 04 01:29:47 UTC 2026","Sat Apr 04 01:29:47 UTC 2026","33","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductDetailsPageTest","com.saucedemo.tests.ProductDetailsPageTest","testProductDescriptionIsDisplayed","testProductDescriptionIsDisplayed","Verify product description is displayed"
"passed","Sat Apr 04 01:28:37 UTC 2026","Sat Apr 04 01:28:43 UTC 2026","5909","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.PerformanceGlitchUserTest","com.saucedemo.tests.user.PerformanceGlitchUserTest","testPerformanceGlitchUserLogin","testPerformanceGlitchUserLogin","Verify performance glitch user can login with delay"
"passed","Sat Apr 04 01:29:56 UTC 2026","Sat Apr 04 01:29:56 UTC 2026","186","UI Test Automation Suite","Cart and Checkout Tests","com.saucedemo.tests.CartPageTest","com.saucedemo.tests.CartPageTest","testContinueShoppingButton","testContinueShoppingButton","Verify continue shopping button navigates back to products"
"passed","Sat Apr 04 01:29:39 UTC 2026","Sat Apr 04 01:29:39 UTC 2026","27","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductsPageTest","com.saucedemo.tests.ProductsPageTest","testProductsAreListed","testProductsAreListed","Verify products are listed on the page"
"passed","Sat Apr 04 01:31:34 UTC 2026","Sat Apr 04 01:31:34 UTC 2026","129","UI Test Automation Suite","Navigation Tests","com.saucedemo.tests.NavigationTest","com.saucedemo.tests.NavigationTest","testShoppingCartIconClickable","testShoppingCartIconClickable","Verify shopping cart icon is clickable"
"failed","Sat Apr 04 01:29:41 UTC 2026","Sat Apr 04 01:29:42 UTC 2026","274","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductsPageTest","com.saucedemo.tests.ProductsPageTest","testAddMultipleProductsToCart","testAddMultipleProductsToCart","Verify adding multiple products to cart"
"passed","Sat Apr 04 01:31:51 UTC 2026","Sat Apr 04 01:31:51 UTC 2026","15","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testAllAddToCartButtonsDisplayed","testAllAddToCartButtonsDisplayed","Verify all add to cart buttons are displayed"
"passed","Sat Apr 04 01:29:34 UTC 2026","Sat Apr 04 01:29:35 UTC 2026","888","UI Test Automation Suite","Login Tests","com.saucedemo.tests.LoginPageTest","com.saucedemo.tests.LoginPageTest","testLoginWithInvalidUsername","testLoginWithInvalidUsername","Verify login fails with invalid username"
"failed","Sat Apr 04 01:32:00 UTC 2026","Sat Apr 04 01:32:10 UTC 2026","10255","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testCopyrightTextContainsYear","testCopyrightTextContainsYear","Verify copyright text contains correct year"
"passed","Sat Apr 04 01:32:37 UTC 2026","Sat Apr 04 01:32:37 UTC 2026","204","UI Test Automation Suite","Edge Case Tests","com.saucedemo.tests.EdgeCaseTest","com.saucedemo.tests.EdgeCaseTest","testCartPersistsAcrossNavigation","testCartPersistsAcrossNavigation","Verify cart persists across page navigation"
"passed","Sat Apr 04 01:29:43 UTC 2026","Sat Apr 04 01:29:43 UTC 2026","130","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductsPageTest","com.saucedemo.tests.ProductsPageTest","testClickProductNavigatesToDetails","testClickProductNavigatesToDetails","Verify clicking on product navigates to details page"
"passed","Sat Apr 04 01:28:06 UTC 2026","Sat Apr 04 01:28:10 UTC 2026","3432","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.StandardUserTest","com.saucedemo.tests.user.StandardUserTest","testStandardUserLogin","testStandardUserLogin","Verify standard user can login successfully"
"failed","Sat Apr 04 01:29:53 UTC 2026","Sat Apr 04 01:29:54 UTC 2026","167","UI Test Automation Suite","Cart and Checkout Tests","com.saucedemo.tests.CartPageTest","com.saucedemo.tests.CartPageTest","testCartDisplaysAddedProduct","testCartDisplaysAddedProduct","Verify cart displays added product"
