"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Apr 08 11:54:54 UTC 2026","Wed Apr 08 11:54:55 UTC 2026","190","UI Test Automation Suite","Cart Tests","com.saucedemo.tests.CartPageTest","com.saucedemo.tests.CartPageTest","testContinueShopping","testContinueShopping","Verify continue shopping returns to products page"
"passed","Wed Apr 08 11:54:55 UTC 2026","Wed Apr 08 11:54:56 UTC 2026","568","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testDirectCartAccessWithoutLogin","testDirectCartAccessWithoutLogin","Verify direct URL access to cart page without login redirects to login"
"passed","Wed Apr 08 11:54:45 UTC 2026","Wed Apr 08 11:54:45 UTC 2026","38","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductsPageTest","com.saucedemo.tests.ProductsPageTest","testProductsPageDisplayed","testProductsPageDisplayed","Verify products page displays correctly"
"passed","Wed Apr 08 11:55:08 UTC 2026","Wed Apr 08 11:55:09 UTC 2026","1022","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.StandardUserTest","com.saucedemo.tests.user.StandardUserTest","testStandardUserAccessCart","testStandardUserAccessCart","Verify standard user can access cart"
"failed","Wed Apr 08 11:54:49 UTC 2026","Wed Apr 08 11:54:49 UTC 2026","213","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductsPageTest","com.saucedemo.tests.ProductsPageTest","testAddMultipleProductsToCart","testAddMultipleProductsToCart","Verify add multiple products to cart"
"passed","Wed Apr 08 11:55:04 UTC 2026","Wed Apr 08 11:55:05 UTC 2026","869","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testCaseSensitivityInPassword","testCaseSensitivityInPassword","Verify case sensitivity in password"
"passed","Wed Apr 08 11:54:59 UTC 2026","Wed Apr 08 11:55:01 UTC 2026","1617","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testVeryLongUsername","testVeryLongUsername","Verify very long username"
"passed","Wed Apr 08 11:54:44 UTC 2026","Wed Apr 08 11:54:44 UTC 2026","893","UI Test Automation Suite","Login Tests","com.saucedemo.tests.LoginPageTest","com.saucedemo.tests.LoginPageTest","testLockedOutUser","testLockedOutUser","Verify locked out user cannot login"
"passed","Wed Apr 08 11:55:03 UTC 2026","Wed Apr 08 11:55:04 UTC 2026","902","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testCaseSensitivityInUsername","testCaseSensitivityInUsername","Verify case sensitivity in username"
"passed","Wed Apr 08 11:55:10 UTC 2026","Wed Apr 08 11:55:11 UTC 2026","882","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.LockedOutUserTest","com.saucedemo.tests.user.LockedOutUserTest","testLockedOutUserCannotLogin","testLockedOutUserCannotLogin","Verify locked out user cannot login"
