"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 17 02:00:36 UTC 2026","Fri Apr 17 02:00:36 UTC 2026","124","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testAddToCartButtonChangesToRemove","testAddToCartButtonChangesToRemove","Verify add to cart button changes to remove after click"
"passed","Fri Apr 17 01:56:04 UTC 2026","Fri Apr 17 01:56:10 UTC 2026","6369","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.PerformanceGlitchUserTest","com.saucedemo.tests.user.PerformanceGlitchUserTest","testPerformanceGlitchUserAddToCart","testPerformanceGlitchUserAddToCart","Verify performance glitch user can add products to cart"
"passed","Fri Apr 17 02:00:34 UTC 2026","Fri Apr 17 02:00:34 UTC 2026","36","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testFooterTextDisplayed","testFooterTextDisplayed","Verify footer text is displayed"
"passed","Fri Apr 17 01:57:08 UTC 2026","Fri Apr 17 01:57:08 UTC 2026","24","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductDetailsPageTest","com.saucedemo.tests.ProductDetailsPageTest","testAddToCartButtonIsDisplayed","testAddToCartButtonIsDisplayed","Verify add to cart button is displayed"
"failed","Fri Apr 17 02:00:40 UTC 2026","Fri Apr 17 02:00:51 UTC 2026","10378","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testCopyrightTextContainsYear","testCopyrightTextContainsYear","Verify copyright text contains correct year"
"failed","Fri Apr 17 01:58:59 UTC 2026","Fri Apr 17 01:59:09 UTC 2026","10374","UI Test Automation Suite","Sorting Tests","com.saucedemo.tests.SortingTest","com.saucedemo.tests.SortingTest","testSortProductsPriceLowToHigh","testSortProductsPriceLowToHigh","Verify products can be sorted by price low to high"
"passed","Fri Apr 17 01:55:54 UTC 2026","Fri Apr 17 01:55:55 UTC 2026","1346","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.ProblemUserTest","com.saucedemo.tests.user.ProblemUserTest","testProblemUserAddToCart","testProblemUserAddToCart","Verify problem user can add products to cart despite UI issues"
"passed","Fri Apr 17 01:56:30 UTC 2026","Fri Apr 17 01:56:32 UTC 2026","1875","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.ErrorUserTest","com.saucedemo.tests.user.ErrorUserTest","testErrorUserCheckout","testErrorUserCheckout","Verify error user experiences issues during checkout"
"passed","Fri Apr 17 02:00:18 UTC 2026","Fri Apr 17 02:00:20 UTC 2026","2013","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testVeryLongPassword","testVeryLongPassword","Verify very long password"
"passed","Fri Apr 17 02:00:31 UTC 2026","Fri Apr 17 02:00:31 UTC 2026","47","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testPageTitleCorrect","testPageTitleCorrect","Verify page title is correct"
"failed","Fri Apr 17 01:59:22 UTC 2026","Fri Apr 17 01:59:33 UTC 2026","10363","UI Test Automation Suite","Sorting Tests","com.saucedemo.tests.SortingTest","com.saucedemo.tests.SortingTest","testSortingPersistsAfterAddingToCart","testSortingPersistsAfterAddingToCart","Verify sorting persists after adding item to cart"
