"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 27 02:09:22 UTC 2026","Mon Apr 27 02:09:22 UTC 2026","14","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testAllProductNamesDisplayed","testAllProductNamesDisplayed","Verify all product names are displayed"
"failed","Mon Apr 27 02:09:58 UTC 2026","Mon Apr 27 02:10:09 UTC 2026","10572","UI Test Automation Suite","Edge Case Tests","com.saucedemo.tests.EdgeCaseTest","com.saucedemo.tests.EdgeCaseTest","testRemoveAllProductsFromCart","testRemoveAllProductsFromCart","Verify removing all products from cart"
"passed","Mon Apr 27 02:09:13 UTC 2026","Mon Apr 27 02:09:13 UTC 2026","864","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testSQLInjectionInUsername","testSQLInjectionInUsername","Verify SQL injection in username field"
"passed","Mon Apr 27 02:10:11 UTC 2026","Mon Apr 27 02:10:11 UTC 2026","195","UI Test Automation Suite","Edge Case Tests","com.saucedemo.tests.EdgeCaseTest","com.saucedemo.tests.EdgeCaseTest","testCartPersistsAcrossNavigation","testCartPersistsAcrossNavigation","Verify cart persists across page navigation"
"passed","Mon Apr 27 02:09:24 UTC 2026","Mon Apr 27 02:09:24 UTC 2026","19","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testAllProductPricesDisplayed","testAllProductPricesDisplayed","Verify all product prices are displayed"
"passed","Mon Apr 27 02:06:53 UTC 2026","Mon Apr 27 02:06:53 UTC 2026","125","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductsPageTest","com.saucedemo.tests.ProductsPageTest","testAddProductToCart","testAddProductToCart","Verify adding product to cart"
"passed","Mon Apr 27 02:09:08 UTC 2026","Mon Apr 27 02:09:08 UTC 2026","114","UI Test Automation Suite","Navigation Tests","com.saucedemo.tests.NavigationTest","com.saucedemo.tests.NavigationTest","testShoppingCartIconClickable","testShoppingCartIconClickable","Verify shopping cart icon is clickable"
"passed","Mon Apr 27 02:09:11 UTC 2026","Mon Apr 27 02:09:12 UTC 2026","572","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testDirectCartAccessWithoutLogin","testDirectCartAccessWithoutLogin","Verify direct URL access to cart page without login redirects to login"
"passed","Mon Apr 27 02:09:23 UTC 2026","Mon Apr 27 02:09:23 UTC 2026","20","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testAllProductDescriptionsDisplayed","testAllProductDescriptionsDisplayed","Verify all product descriptions are displayed"
"passed","Mon Apr 27 02:06:52 UTC 2026","Mon Apr 27 02:06:52 UTC 2026","22","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductsPageTest","com.saucedemo.tests.ProductsPageTest","testProductsAreListed","testProductsAreListed","Verify products are listed on the page"
"failed","Mon Apr 27 02:08:56 UTC 2026","Mon Apr 27 02:09:07 UTC 2026","10652","UI Test Automation Suite","Navigation Tests","com.saucedemo.tests.NavigationTest","com.saucedemo.tests.NavigationTest","testMenuClosesWithXButton","testMenuClosesWithXButton","Verify menu closes with X button"
"failed","Mon Apr 27 02:06:01 UTC 2026","Mon Apr 27 02:06:17 UTC 2026","16437","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.PerformanceGlitchUserTest","com.saucedemo.tests.user.PerformanceGlitchUserTest","testPerformanceGlitchUserCheckout","testPerformanceGlitchUserCheckout","Verify performance glitch user can complete checkout"
"failed","Mon Apr 27 02:07:19 UTC 2026","Mon Apr 27 02:07:19 UTC 2026","176","UI Test Automation Suite","Cart and Checkout Tests","com.saucedemo.tests.CartPageTest","com.saucedemo.tests.CartPageTest","testContinueShoppingButton","testContinueShoppingButton","Verify continue shopping button navigates back to products"
"failed","Mon Apr 27 02:07:17 UTC 2026","Mon Apr 27 02:07:18 UTC 2026","231","UI Test Automation Suite","Cart and Checkout Tests","com.saucedemo.tests.CartPageTest","com.saucedemo.tests.CartPageTest","testRemoveProductFromCart","testRemoveProductFromCart","Verify removing product from cart"
"passed","Mon Apr 27 02:09:29 UTC 2026","Mon Apr 27 02:09:29 UTC 2026","26","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testFooterTextDisplayed","testFooterTextDisplayed","Verify footer text is displayed"
"failed","Mon Apr 27 02:08:28 UTC 2026","Mon Apr 27 02:08:38 UTC 2026","10288","UI Test Automation Suite","Sorting Tests","com.saucedemo.tests.SortingTest","com.saucedemo.tests.SortingTest","testSortingPersistsAfterAddingToCart","testSortingPersistsAfterAddingToCart","Verify sorting persists after adding item to cart"
"passed","Mon Apr 27 02:06:45 UTC 2026","Mon Apr 27 02:06:46 UTC 2026","935","UI Test Automation Suite","Login Tests","com.saucedemo.tests.LoginPageTest","com.saucedemo.tests.LoginPageTest","testSuccessfulLogin","testSuccessfulLogin","Verify successful login with valid credentials"
"passed","Mon Apr 27 02:10:13 UTC 2026","Mon Apr 27 02:10:13 UTC 2026","90","UI Test Automation Suite","Edge Case Tests","com.saucedemo.tests.EdgeCaseTest","com.saucedemo.tests.EdgeCaseTest","testEmptyCartCheckout","testEmptyCartCheckout","Verify empty cart checkout attempt"
"passed","Mon Apr 27 02:07:15 UTC 2026","Mon Apr 27 02:07:15 UTC 2026","100","UI Test Automation Suite","Cart and Checkout Tests","com.saucedemo.tests.CartPageTest","com.saucedemo.tests.CartPageTest","testEmptyCart","testEmptyCart","Verify cart is empty when no products added"
"passed","Mon Apr 27 02:06:51 UTC 2026","Mon Apr 27 02:06:51 UTC 2026","41","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductsPageTest","com.saucedemo.tests.ProductsPageTest","testProductsPageDisplay","testProductsPageDisplay","Verify products page is displayed after login"
"passed","Mon Apr 27 02:07:14 UTC 2026","Mon Apr 27 02:07:14 UTC 2026","125","UI Test Automation Suite","Cart and Checkout Tests","com.saucedemo.tests.CartPageTest","com.saucedemo.tests.CartPageTest","testCartPageIsDisplayed","testCartPageIsDisplayed","Verify cart page is displayed"
"passed","Mon Apr 27 02:05:36 UTC 2026","Mon Apr 27 02:05:37 UTC 2026","1163","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.ProblemUserTest","com.saucedemo.tests.user.ProblemUserTest","testProblemUserAddToCart","testProblemUserAddToCart","Verify problem user can add products to cart despite UI issues"
"passed","Mon Apr 27 02:09:30 UTC 2026","Mon Apr 27 02:09:30 UTC 2026","113","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testShoppingCartBadgeUpdates","testShoppingCartBadgeUpdates","Verify shopping cart badge updates correctly"
"passed","Mon Apr 27 02:10:39 UTC 2026","Mon Apr 27 02:10:39 UTC 2026","111","UI Test Automation Suite","Edge Case Tests","com.saucedemo.tests.EdgeCaseTest","com.saucedemo.tests.EdgeCaseTest","testRapidClickingAddToCart","testRapidClickingAddToCart","Verify rapid clicking add to cart button"
"failed","Mon Apr 27 02:06:19 UTC 2026","Mon Apr 27 02:06:20 UTC 2026","1006","UI Test Automation Suite","User-Specific Tests","com.saucedemo.tests.user.ErrorUserTest","com.saucedemo.tests.user.ErrorUserTest","testErrorUserAddToCart","testErrorUserAddToCart","Verify error user can add products to cart"
"passed","Mon Apr 27 02:06:46 UTC 2026","Mon Apr 27 02:06:47 UTC 2026","876","UI Test Automation Suite","Login Tests","com.saucedemo.tests.LoginPageTest","com.saucedemo.tests.LoginPageTest","testLoginWithInvalidUsername","testLoginWithInvalidUsername","Verify login fails with invalid username"
"failed","Mon Apr 27 02:09:57 UTC 2026","Mon Apr 27 02:09:57 UTC 2026","473","UI Test Automation Suite","Edge Case Tests","com.saucedemo.tests.EdgeCaseTest","com.saucedemo.tests.EdgeCaseTest","testAddAllProductsToCart","testAddAllProductsToCart","Verify adding all products to cart"
"passed","Mon Apr 27 02:09:25 UTC 2026","Mon Apr 27 02:09:25 UTC 2026","14","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testAllAddToCartButtonsDisplayed","testAllAddToCartButtonsDisplayed","Verify all add to cart buttons are displayed"
"passed","Mon Apr 27 02:09:17 UTC 2026","Mon Apr 27 02:09:19 UTC 2026","1647","UI Test Automation Suite","Security Tests","com.saucedemo.tests.SecurityTest","com.saucedemo.tests.SecurityTest","testVeryLongPassword","testVeryLongPassword","Verify very long password"
"skipped","Mon Apr 27 02:07:42 UTC 2026","Mon Apr 27 02:07:42 UTC 2026","0","UI Test Automation Suite","Cart and Checkout Tests","com.saucedemo.tests.CheckoutPageTest","com.saucedemo.tests.CheckoutPageTest","testSuccessfulCheckout","testSuccessfulCheckout","Verify successful checkout with valid information"
"failed","Mon Apr 27 02:09:46 UTC 2026","Mon Apr 27 02:09:56 UTC 2026","10303","UI Test Automation Suite","UI Validation Tests","com.saucedemo.tests.UIValidationTest","com.saucedemo.tests.UIValidationTest","testPeekLinkInFooter","testPeekLinkInFooter","Verify peek link in footer"
"failed","Mon Apr 27 02:06:55 UTC 2026","Mon Apr 27 02:07:06 UTC 2026","10398","UI Test Automation Suite","Products Tests","com.saucedemo.tests.ProductsPageTest","com.saucedemo.tests.ProductsPageTest","testClickProductNavigatesToDetails","testClickProductNavigatesToDetails","Verify clicking on product navigates to details page"
